"id","nombre","keywords","horario","calificacion","top1","top2","link","comida","servicio","calidad","ambiente","detalles_precios","detalles_tipo_comida","detalles_comida","detalles_dietas","detalles_caracteristicas","direccion","mail","telefono","calle","pais","localidad","direccionextra","longitude","latitude","n_opiniones","opiniones_excelente","opiniones_muy_bueno","opiniones_regular","opiniones_pesimo","opiniones_malo"
274,"Monkey Business","cerveza","","4.5","**N.º 63** de 482 Mexicana en Cancún","Certificado de ExcelenciaGanador en 2016 - 2019","https://www.tripadvisor.com.mx//Restaurant_Review-g150807-d7063250-Reviews-Monkey_Business-Cancun_Yucatan_Peninsula.html","40","45","40","0","$300 - $1,000","Mexicana, Bar, Pub, Cervecería","Abierto hasta tarde, Almuerzo, Cena, Bebidas","-","-","Boulevard Kukulcán Km 9, Cancún 77500 México","contacto@monkeybusinesscancun.com","+52 998 148 3424","Boulevard Kukulcán Km 9","México","Cancún 77500,","","-86.746437","21.13369",405,110,79,12,8,4
275,"La Choripanería","cerveza","Ver todos los horarios","5"," **N.º 2** de 14 Argentina en Puebla","-","https://www.tripadvisor.com.mx//Restaurant_Review-g152773-d14190034-Reviews-La_Choripaneria-Puebla_Central_Mexico_and_Gulf_Coast.html","45","50","45","0","$29 - $129","Argentina","Almuerzo, Cena, Abierto hasta tarde, Bebidas","-","-","Av Matamoros 21, Colonia La Paz B, Puebla 72160 México","jarg1899@gmail.com","+52 222 872 5957","Av Matamoros 21, Colonia La Paz","México","Puebla 72160,","B","-98.227867","19.052687",77,65,6,2,0,2
276,"el milagrito restaurante bar mezcal","cerveza","","4.5","**N.º 39** de 283 Mexicana en Tulum","Certificado de ExcelenciaGanador en 2017 - 2019","https://www.tripadvisor.com.mx//Restaurant_Review-g150813-d8673133-Reviews-El_milagrito_restaurante_bar_mezcal-Tulum_Yucatan_Peninsula.html","45","45","45","0","$75 - $180","Mexicana, Bar, Mariscos, Centroamericana, Latina","-","Apto para vegetarianos, Opciones sin gluten","-","Calle Centauro Sur Esquina Av. Tulum, Tulum 77760 México","elmilagritobar@hotmail.com","+52 984 176 1529","Calle Centauro Sur Esquina Av. Tulum","México","Tulum 77760,","","-87.45929","20.211893",207,70,32,5,1,4
277,"el milagrito restaurante bar mezcal","cerveza","","4.5","**N.º 39** de 283 Mexicana en Tulum","Certificado de ExcelenciaGanador en 2017 - 2019","https://www.tripadvisor.com.mx//Restaurant_Review-g150813-d8673133-Reviews-El_milagrito_restaurante_bar_mezcal-Tulum_Yucatan_Peninsula.html","45","45","45","0","$75 - $180","Mexicana, Bar, Mariscos, Centroamericana, Latina","-","Apto para vegetarianos, Opciones sin gluten","-","Calle Centauro Sur Esquina Av. Tulum, Tulum 77760 México","elmilagritobar@hotmail.com","+52 984 176 1529","Calle Centauro Sur Esquina Av. Tulum","México","Tulum 77760,","","-87.45929","20.211893",207,70,32,5,1,4
278,"Gozosa Fonda","cerveza","Ver todos los horarios","4.5"," **N.º 17** de 227 Mexicana en San Luis Potosí","Certificado de ExcelenciaGanador en 2018","https://www.tripadvisor.com.mx//Restaurant_Review-g153477-d10779961-Reviews-Gozosa_Fonda-San_Luis_Potosi_Central_Mexico_and_Gulf_Coast.html","45","45","45","0","$11 - $42","Mexicana, Latina, Española","Almuerzo, Cena, Brunch, Bebidas, Desayuno","-","-","Avenida Julian de los Reyes 348 Villa de Pozos, San Luis Potosí 78421 México","colectivometro@gmail.com","+52 444 824 2559","Avenida Julian de los Reyes 348","México","San Luis Potosí 78421,","Villa de Pozos","-100.881081","22.095591",55,36,10,1,2,0
279,"Hooters Plaza Malecon","cerveza","Ver todos los horarios","4.5"," **N.º 60** de 482 Mexicana en Cancún","Certificado de ExcelenciaGanador en 2019","https://www.tripadvisor.com.mx//Restaurant_Review-g150807-d9600899-Reviews-Hooters-Cancun_Yucatan_Peninsula.html","40","40","40","0","$20 - $20","Mexicana, Estadounidense, Bar","Almuerzo, Cena, Abierto hasta tarde, Bebidas","-","-","Av Bonampak Plaza Malecon Americas, Cancún 77500 México","","+52 998 880 8989","Av Bonampak","México","Cancún 77500,","Plaza Malecon Americas","-86.821724","21.146734",256,123,47,14,9,8
280,"Nicksan","cerveza","Ver todos los horarios","4.5"," **N.º 5** de 23 Asiática en Cabo San Lucas","Certificado de ExcelenciaGanador en 2016 - 2019","https://www.tripadvisor.com.mx//Restaurant_Review-g152515-d1032746-Reviews-Nicksan-Cabo_San_Lucas_Los_Cabos_Baja_California.html","45","45","35","40","-","Asiática, Fusión","Almuerzo, Cena, Abierto hasta tarde, Bebidas","Apto para vegetarianos, Opciones veganas, Opciones sin gluten","-","Blvd. Marina Lote 10 Local 2 Plaza de la Danza, Cabo San Lucas 23450 México","cabo@nicksan.com","+52 624 143 2491","Blvd. Marina Lote 10 Local 2","México","Cabo San Lucas 23450,","Plaza de la Danza","-109.911949","22.881945",754,362,126,57,17,18
281,"Sibarita Pizzeria","cerveza","Ver todos los horarios","4.5"," **N.º 13** de 91 Italiana en Guadalajara","-","https://www.tripadvisor.com.mx//Restaurant_Review-g150798-d3751335-Reviews-Sibarita_Pizzeria-Guadalajara_Guadalajara_Metropolitan_Area.html","45","45","45","40","$70 - $150","Pizzería, Italiana","-","Apto para vegetarianos, Opciones veganas","-","Calle Pedro Moreno 1300, Guadalajara 44160 México","sibarita.contacto@gmail.com","21525368","Calle Pedro Moreno 1300","México","Guadalajara 44160,","","-103.363876","20.675596",65,35,22,4,1,0
282,"Sonora Grill Reforma","cerveza","Ver todos los horarios","4.5"," **N.º 42** de 2,111 Mexicana en Ciudad de México","Certificado de ExcelenciaGanador en 2017 - 2019","https://www.tripadvisor.com.mx//Restaurant_Review-g150800-d9603616-Reviews-Sonora_Grill_Reforma-Mexico_City_Central_Mexico_and_Gulf_Coast.html","40","40","40","0","$351 - $936","Mexicana, Churrasquería, Internacional, Parrilla","-","Opciones sin gluten","-","39C Paseo de la Reforma, Ciudad de México 06030 México","contacto@sggroup.com.mx","+52 55 7098 1218","39C Paseo de la Reforma","México","Ciudad de México 06030,","","-99.150558","19.435244",812,381,110,40,23,19
283,"Wings Army","cerveza","12:00 - 2:00","3.5"," **N.º 25** de 56 Estadounidense en Playa del Carmen","-","https://www.tripadvisor.com.mx//Restaurant_Review-g150812-d3876787-Reviews-Wings_Army-Playa_del_Carmen_Yucatan_Peninsula.html","35","35","35","35","-","Bar, Estadounidense","Cena, Abierto hasta tarde","-","Comida para llevar, Asientos al aire libre, Asiento, Televisión, Acceso para
silla de ruedas, Sirve alcohol, Bar completo, Servicio de mesa","Av. 10 Norte, Entre 12 Nte y 14 Nte Colonia centro, Playa del Carmen 77710
México","","+52 984 803 4760","Av. 10 Norte, Entre 12 Nte y 14 Nte","México","Playa del Carmen 77710,","Colonia centro","-87.072472","20.628359",138,31,34,22,10,22
284,"Green Demon","cerveza","Ver todos los horarios","4.5"," **N.º 21** de 35 Caribeña en Isla Mujeres","Certificado de ExcelenciaGanador en 2018 - 2019","https://www.tripadvisor.com.mx//Restaurant_Review-g150810-d10895045-Reviews-Green_Demon-Isla_Mujeres_Yucatan_Peninsula.html","40","40","40","0","$3 - $135","Caribeña, Bar, Fusión, Saludable","-","Apto para vegetarianos, Opciones veganas, Opciones sin gluten","-","Av. Zazil Ha Colonia Centro, Isla Mujeres 77400 México","greendemonbar@gmail.com","+52 998 319 8109","Av. Zazil Ha","México","Isla Mujeres 77400,","Colonia Centro","-86.750252","21.261841",238,94,18,2,8,3
285,"Fisherman's Landing","cerveza","Ver todos los horarios","4.5"," **N.º 17** de 297 Mexicana en Cabo San Lucas","Certificado de ExcelenciaGanador en 2017 - 2019","https://www.tripadvisor.com.mx//Restaurant_Review-g152515-d3929972-Reviews-Fisherman_s_Landing-Cabo_San_Lucas_Los_Cabos_Baja_California.html","45","45","45","40","-","Estadounidense, Sushi, Asiática, Mexicana","Desayuno, Almuerzo, Cena, Brunch, Abierto hasta tarde, Bebidas","Apto para vegetarianos, Opciones veganas, Opciones sin gluten","-","Calle Paseo de la Marina, Cabo San Lucas 23479 México","fishermanslandingcabo@gmail.com","+52 624 143 7275","Calle Paseo de la Marina","México","Cabo San Lucas 23479,","","-109.908966","22.882851",330,117,14,6,1,4
286,"Restaurante Heidelberg","cerveza","12:00 - 1:00","4"," **N.º 1** de 3 Alemana en Mexicali","Certificado de ExcelenciaGanador en 2016 - 2017, 2019","https://www.tripadvisor.com.mx//Restaurant_Review-g154247-d2515987-Reviews-Restaurante_Heidelberg-Mexicali_Baja_California.html","45","45","40","45","$300 - $500","Bar, Europea, De Europa Central, Alemana, Internacional","Almuerzo, Cena, Abierto hasta tarde","-","-","Ave. Fco. I. Madero y calle H s/n, Mexicali 21100 México","contacto@restauranteheidelberg.com","+52 686 554 2022","Ave. Fco. I. Madero y calle H s/n","México","Mexicali 21100,","","-115.464905","32.66674",123,49,43,15,4,0
287,"Lamara","cerveza","Ver todos los horarios","4.5"," **N.º 23** de 493 Mexicana en Puerto Vallarta","Certificado de ExcelenciaGanador en 2017 - 2019","https://www.tripadvisor.com.mx//Restaurant_Review-g150793-d9709987-Reviews-Lamara-Puerto_Vallarta.html","50","45","45","0","$819 - $4,093","Mexicana, Latina, Mariscos","-","Apto para vegetarianos, Opciones veganas, Opciones sin gluten","-","Hamburgo 108, Puerto Vallarta 48310 México","lamaravallarta@gmail.com","+52 322 225 3800","Hamburgo 108","México","Puerto Vallarta 48310,","","-105.228638","20.633606",192,106,19,6,2,2
288,"Doña Vero","cerveza","Ver todos los horarios","4.5"," **N.º 652** de 2,111 Mexicana en Ciudad de México","-","https://www.tripadvisor.com.mx//Restaurant_Review-g150800-d10674689-Reviews-Dona_Vero-Mexico_City_Central_Mexico_and_Gulf_Coast.html","0","0","0","0","$6 - $300","Mexicana, Cervecería, Pub, Saludable, Comida de calle, Sopas","-","Apto para vegetarianos","-","Eje Vial Eje 2 Poniente (Avenida Monterrey) 313 Roma Sur, Cuauhtémoc, Ciudad
de México, Ciudad de México 06760 México","restaurante@donavero.com.mx","+52 55 5264 1542","Eje Vial Eje 2 Poniente (Avenida Monterrey) 313","México","Ciudad de México 06760,","Roma Sur, Cuauhtémoc, Ciudad de México","-99.164597","19.41103",13,7,4,1,0,0
289,"Zaguán Restaurate & Galería","cerveza","Ver todos los horarios","5"," **N.º 1** de 49 Mexicana en Tlaquepaque","Certificado de ExcelenciaGanador en 2016 - 2019","https://www.tripadvisor.com.mx//Restaurant_Review-g659617-d6598947-Reviews-Zaguan_Restaurante_Galeria-Tlaquepaque_Guadalajara_Metropolitan_Area.html","50","50","45","45","$85 - $500","Mexicana, Latina","-","Apto para vegetarianos, Opciones veganas, Opciones sin gluten","-","Juarez 5, Tlaquepaque 45500 México","arq.marcelaet@gmail.com","+52 33 3614 1814","Juarez 5","México","Tlaquepaque 45500,","","-103.309753","20.638309",354,238,33,10,1,2
290,"Cerveceria Chapultepec - Chapultepec","cerveza","13:00 - 1:00","4"," **N.º 100** de 431 Mexicana en Guadalajara","-","https://www.tripadvisor.com.mx//Restaurant_Review-g150798-d11926944-Reviews-Cerveceria_Chapultepec_Chapultepec-Guadalajara_Guadalajara_Metropolitan_Area.html","40","40","45","0","-","Bar, Mexicana, Pub","Cena","-","Asiento, Sirve alcohol, Servicio de mesa","Avenida Chapultepec sur 495, Guadalajara 44140 México","","","Avenida Chapultepec sur 495","México","Guadalajara 44140,","","-103.368706","20.666086",44,20,12,1,1,4
291,"Salciccium Food Truck Village","cerveza","Ver todos los horarios","4.5"," **N.º 1** de 4 Francesa en Puerto Morelos","Certificado de ExcelenciaGanador en 2019","https://www.tripadvisor.com.mx//Restaurant_Review-g240327-d12211883-Reviews-Salciccium_Food_Truck_Village-Puerto_Morelos_Yucatan_Peninsula.html","45","45","45","0","$8 - $20","Francesa, Parrilla, Canadiense, Churrasquería, Mariscos, Sushi","-","Apto para vegetarianos, Opciones veganas, Opciones sin gluten","-","Avenida Javier Rojo Gómez Esquina Calle Adolfo Lopez Mateos, Puerto Morelos
77580 México","franchise@salciccium.com","+52 998 845 1794","Avenida Javier Rojo Gómez","México","Puerto Morelos 77580,","Esquina Calle Adolfo Lopez Mateos","-86.897614","20.868412",538,174,21,6,5,4
292,"Bull McCabe","cerveza","Ver todos los horarios","4"," **N.º 4** de 48 Bar en Puebla","Certificado de ExcelenciaGanador en 2016","https://www.tripadvisor.com.mx//Restaurant_Review-g152773-d3784220-Reviews-Bull_McCabe-Puebla_Central_Mexico_and_Gulf_Coast.html","40","40","40","45","$70 - $250","Bar, Pub","Almuerzo, Cena, Abierto hasta tarde, Bebidas","-","-","Av Juarez 2902, Puebla 72160 México","","+52 222 900 3032","Av Juarez 2902","México","Puebla 72160,","","-98.220932","19.052799",74,30,27,10,2,1
293,"La Res Publica","cerveza","Ver todos los horarios","4"," **N.º 16** de 39 Churrasquería en Guadalajara","Certificado de ExcelenciaGanador en 2019","https://www.tripadvisor.com.mx//Restaurant_Review-g150798-d7252182-Reviews-La_Res_Publica-Guadalajara_Guadalajara_Metropolitan_Area.html","45","40","40","45","-","Churrasquería, Argentina, Latina, Española","Almuerzo, Cena","-","Asientos al aire libre, Asiento, Acceso para silla de ruedas, Sirve alcohol,
Servicio de mesa","Vidrio, Guadalajara 2109 México","","+52 33 2696 5422","Vidrio","México","Guadalajara 2109,","","-103.370499","20.667561",118,39,40,14,10,6
294,"El Tizoncito","cerveza","Ver todos los horarios","4"," **N.º 109** de 2,111 Mexicana en Ciudad de México","Certificado de ExcelenciaGanador en 2017 - 2019","https://www.tripadvisor.com.mx//Restaurant_Review-g150800-d811315-Reviews-El_Tizoncito-Mexico_City_Central_Mexico_and_Gulf_Coast.html","45","40","40","40","$234 - $351","Mexicana, Latina, Comida rápida","Almuerzo, Cena, Abierto hasta tarde","-","-","Tamaulipas Numero. 122 Colonia Condesa, Ciudad de México 06140 México","","+52 55 5286 2117","Tamaulipas Numero. 122","México","Ciudad de México 06140,","Colonia Condesa","-99.175102","19.409966",340,108,72,42,18,21
295,"La Parada","cerveza","Ver todos los horarios","4.5"," **N.º 1** de 4 Peruana en San Miguel de Allende","Certificado de ExcelenciaGanador en 2016 - 2019","https://www.tripadvisor.com.mx//Restaurant_Review-g151932-d3605578-Reviews-La_Parada-San_Miguel_de_Allende_Central_Mexico_and_Gulf_Coast.html","45","45","45","45","$234 - $585","Peruana, Mariscos","-","Apto para vegetarianos, Opciones veganas, Opciones sin gluten","-","Calle Recreo 94, San Miguel de Allende 37700 México","info@laparadasma.com","+52 415 152 0473","Calle Recreo 94","México","San Miguel de Allende 37700,","","-100.741676","20.909725",1709,972,260,55,14,23
296,"Tibiritabara","cerveza","Ver todos los horarios","4.5"," **N.º 14** de 36 Italiana en San Luis Potosí","-","https://www.tripadvisor.com.mx//Restaurant_Review-g153477-d13815854-Reviews-Tibiritabara-San_Luis_Potosi_Central_Mexico_and_Gulf_Coast.html","0","0","0","0","$150 - $1,000","Pizzería, Italiana, Cervecería, Pub","Cena","-","-","Calle Simon Bolivar 300 Esquina con Gral. Alvaro Obregón, San Luis Potosí
78000 México","kasacreativaslp@gmail.com","+52 1 444 134 8512","Calle Simon Bolivar 300","México","San Luis Potosí 78000,","Esquina con Gral. Alvaro Obregón","-100.981483","22.151669",9,4,5,0,0,0
297,"The Dock Marine Store & Deli","cerveza","Ver todos los horarios","5"," **N.º 4** de 188 Mexicana en San José Del Cabo","-","https://www.tripadvisor.com.mx//Restaurant_Review-g152516-d15275490-Reviews-The_Dock_Marine_Store_Deli-San_Jose_del_Cabo_Los_Cabos_Baja_California.html","45","45","45","0","$117 - $351","Mexicana, Bar, Café, Mariscos","-","Apto para vegetarianos, Opciones sin gluten","-","Paseo de Los Pescadores SN y Calle Tiburon, San José Del Cabo 23403 México","jeanpolin@hotmail.com","+52 624 688 8458","Paseo de Los Pescadores SN y Calle Tiburon","México","San José Del Cabo 23403,","","-109.673004","23.061386",164,68,5,0,0,0
298,"Todos Santos Brewing","cerveza","Ver todos los horarios","4.5"," **N.º 1** de 2 Cervecería en Todos Santos","-","https://www.tripadvisor.com.mx//Restaurant_Review-g150777-d12629546-Reviews-Todos_Santos_Brewing-Todos_Santos_Baja_California.html","45","45","40","0","$2,339 - $7,017","Cervecería, Bar, Contemporánea, Gastropub, Pub","-","Apto para vegetarianos","-","Calle Alvaro Obregón 12 between Militar and Rangel, Todos Santos 23300 México","info@todossantosbrewing.mx","+52 612 145 2023","Calle Alvaro Obregón 12","México","Todos Santos 23300,","between Militar and Rangel","-110.221977","23.45022",48,13,5,1,2,0
299,"Chat Lunatique Bistró Bar","cerveza","Ver todos los horarios","4.5"," **N.º 25** de 61 Estadounidense en Guadalajara","-","https://www.tripadvisor.com.mx//Restaurant_Review-g150798-d4506968-Reviews-Chat_Lunatique_Bistro_Bar-Guadalajara_Guadalajara_Metropolitan_Area.html","45","45","45","45","-","Estadounidense, Internacional","Cena, Abierto hasta tarde","Apto para vegetarianos","-","Calle Marsella, Guadalajara 44160 México","contacto@chatlunatique.mx","+52 33 3615 7899","Calle Marsella","México","Guadalajara 44160,","","-103.370102","20.668129",43,27,13,0,1,1
300,"El Mango","cerveza","Ver todos los horarios","4.5"," **N.º 1** de 9 Pizzería en Tepoztlán","Certificado de ExcelenciaGanador en 2017","https://www.tripadvisor.com.mx//Restaurant_Review-g616313-d6458586-Reviews-El_Mango-Tepoztlan_Central_Mexico_and_Gulf_Coast.html","45","40","45","0","-","Pizzería","Almuerzo, Cena","-","Sirve alcohol, Comida para llevar, Asientos al aire libre, Servicio de mesa","Campesinos 7 Barrio Sto. Domingo, Tepoztlán México","","+52 739 395 2253","Campesinos 7 Barrio Sto. Domingo","México","Tepoztlán,","","-99.096542","18.984577",44,21,16,3,0,0
425,"Kapok Antojería Yucateca","cerveza","","5","**N.º 129** de 335 Mexicana en Mérida","-","https://www.tripadvisor.com.mx//Restaurant_Review-g150811-d19077172-Reviews-Kapok_Antojeria_Yucateca-Merida_Yucatan_Peninsula.html","0","0","0","0","$100 - $200","Mexicana","-","-","-","Calle 60 346 Dentro del Centro Comercial Paseo 60, Mérida 97000 México","","","Calle 60 346","México","Mérida 97000,","Dentro del Centro Comercial Paseo 60","-89.620171","20.98354",8,7,1,0,0,0
301,"La Mezca de Valle","cerveza","Ver todos los horarios","4.5"," **N.º 10** de 51 Mexicana en Valle de Bravo","-","https://www.tripadvisor.com.mx//Restaurant_Review-g499427-d7143388-Reviews-La_Mezca_de_Valle-Valle_de_Bravo_Central_Mexico_and_Gulf_Coast.html","50","50","45","0","$100 - $250","Mexicana, Bar, Latina, Pub","Cena, Abierto hasta tarde, Bebidas","-","-","Joaquin Arcadio Pagaza # 316 Col. Centro, Valle de Bravo, Valle de Bravo 51200
México","jmvargasflores@gmail.com","+52 726 262 7200","Joaquin Arcadio Pagaza # 316","México","Valle de Bravo 51200,","Col. Centro, Valle de Bravo","-100.129539","19.191257",113,90,15,3,0,2
302,"Queen Mamma","cerveza","Ver todos los horarios","4.5"," **N.º 2** de 36 Italiana en San Luis Potosí","Certificado de ExcelenciaGanador en 2017 - 2019","https://www.tripadvisor.com.mx//Restaurant_Review-g153477-d6739443-Reviews-Queen_Mamma-San_Luis_Potosi_Central_Mexico_and_Gulf_Coast.html","50","45","45","0","$100 - $200","Italiana, Europea, Pizzería, Mediterránea","-","Apto para vegetarianos","-","Francisco Peña 1275 - A Casi en frente de Citi Banamex de Plaza
Tangamanga/Soriana. Esq. con Manuel Clouthier, San Luis Potosí 78260 México","info@queenmamma.com","+52 444 811 9746","Francisco Peña 1275 - A","México","San Luis Potosí 78260,","Casi en frente de Citi Banamex de Plaza Tangamanga/Soriana. Esq. con Manuel
Clouthier","-101.001503","22.141924",108,69,17,11,0,1
